job_id,company_name,industry,job_title,skills_required,experience_level,employment_type,location,salary_range_usd,posted_date,company_size,tools_preferred,min_salary,max_salary,avarage_salary_USD,Year,Month,salary_level
243,Anderson-Gonzalez,E-commerce,Computer Vision Engineer,"Excel, Keras, Pandas, CUDA, SQL, Hugging Face",Senior,Internship,"Samuelton, DK",70448-88238,5/5/2024,Startup,"MLflow, KDB+, BigQuery",70448,88238,79343,2024,5,Low
244,Walker-Becker,Retail,Data Analyst,"CUDA, PyTorch, Excel",Senior,Internship,"Port Andrewside, MT",132241-182322,8/29/2024,Mid,LangChain,132241,182322,157281.5,2024,8,High
245,Hall Group,Finance,Data Scientist,"Flask, Scikit-learn, FastAPI, Power BI",Senior,Contract,"New Manuelbury, LS",97077-144023,12/13/2023,Mid,"PyTorch, BigQuery",97077,144023,120550,2023,12,Medium
246,Blake-Daugherty,E-commerce,Data Scientist,"Flask, C++, CUDA, R",Senior,Internship,"Lake Adamfurt, BR",93070-155510,4/10/2024,Startup,"LangChain, Scikit-learn",93070,155510,124290,2024,4,Medium
247,Powers Group,Education,Quant Researcher,"R, Pandas, TensorFlow",Senior,Internship,"Grahamshire, PH",110751-196979,10/18/2024,Mid,"TensorFlow, LangChain",110751,196979,153865,2024,10,High
248,Bernard-Herrera,Education,Data Scientist,"MLflow, Hugging Face, FastAPI, Azure",Entry,Internship,"Port Denise, MV",57928-153531,5/29/2025,Mid,"Scikit-learn, KDB+",57928,153531,105729.5,2025,5,Medium
249,Thomas Group,Education,AI Product Manager,"NumPy, MLflow, PyTorch, Pandas, FastAPI",Entry,Internship,"New Melissa, KM",139669-235176,9/13/2024,Startup,BigQuery,139669,235176,187422.5,2024,9,High
250,Phelps-Johnson,Education,Data Scientist,"FastAPI, TensorFlow, Keras, Excel, Pandas",Mid,Full-time,"Lake Kristen, SY",76192-110813,12/25/2024,Mid,BigQuery,76192,110813,93502.5,2024,12,Low
251,Young-Brown,Healthcare,AI Researcher,"Power BI, C++, Flask, Keras, Reinforcement Learning, SQL",Mid,Remote,"North Samuel, UY",86522-144139,9/4/2024,Large,TensorFlow,86522,144139,115330.5,2024,9,Medium
252,"Alvarez, Martinez and Miller",Finance,NLP Engineer,"FastAPI, MLflow, Pandas, R, TensorFlow",Mid,Full-time,"Kimberlyfort, MN",40634-94055,7/31/2024,Mid,"LangChain, BigQuery",40634,94055,67344.5,2024,7,Low
253,Phillips-Baker,Education,Computer Vision Engineer,"R, Keras, PyTorch",Entry,Remote,"West James, SG",50432-62117,5/15/2025,Startup,KDB+,50432,62117,56274.5,2025,5,Low
254,Cochran-Bailey,Retail,Data Scientist,"Pandas, GCP, C++, Reinforcement Learning",Senior,Internship,"West Andrew, NA",92187-143257,5/28/2024,Startup,MLflow,92187,143257,117722,2024,5,Medium
255,Vazquez LLC,Education,AI Product Manager,"Azure, LangChain, Reinforcement Learning",Mid,Full-time,"East Bruce, AM",139231-220256,3/21/2025,Startup,"PyTorch, FastAPI",139231,220256,179743.5,2025,3,High
256,Carey and Sons,Education,AI Product Manager,"Keras, Excel, SQL, Python, Scikit-learn",Entry,Remote,"Robertfort, LK",116281-126487,6/19/2024,Mid,"FastAPI, Scikit-learn, MLflow",116281,126487,121384,2024,6,Medium
257,"Marshall, Mccoy and Montgomery",Healthcare,AI Product Manager,"Power BI, C++, NumPy",Senior,Internship,"Greggbury, KI",66964-130664,10/15/2024,Large,"PyTorch, BigQuery",66964,130664,98814,2024,10,Low
258,Hart-Peterson,Automotive,ML Engineer,"Excel, FastAPI, Hugging Face, C++, GCP, R",Senior,Remote,"South Christopher, CN",72900-93392,10/21/2023,Mid,"Scikit-learn, TensorFlow",72900,93392,83146,2023,10,Low
259,Clark-Sharp,Retail,AI Researcher,"Reinforcement Learning, MLflow, Hugging Face, CUDA, Flask",Senior,Full-time,"Lake Mark, BN",122910-218807,4/9/2024,Startup,"MLflow, BigQuery, LangChain",122910,218807,170858.5,2024,4,High
260,"Daniels, Martinez and Brown",E-commerce,NLP Engineer,"AWS, Power BI, GCP, NumPy, Flask",Senior,Remote,"Mariestad, SG",60661-137033,8/14/2025,Mid,"LangChain, FastAPI",60661,137033,98847,2025,8,Low
261,Lawson-Mitchell,Finance,Data Analyst,"Azure, Flask, CUDA, TensorFlow",Entry,Full-time,"Jacobchester, PL",51191-106210,9/2/2024,Large,"Scikit-learn, LangChain",51191,106210,78700.5,2024,9,Low
262,"James, Johnson and Pineda",Education,Data Scientist,"FastAPI, Pandas, Scikit-learn",Entry,Contract,"Maxwellburgh, JO",67972-161749,7/22/2025,Large,"Scikit-learn, PyTorch",67972,161749,114860.5,2025,7,Medium
263,Allen-Parker,Healthcare,Computer Vision Engineer,"FastAPI, Keras, TensorFlow, SQL, C++, GCP",Mid,Internship,"North Dakota, BJ",43847-66742,3/30/2025,Startup,"LangChain, KDB+, Scikit-learn",43847,66742,55294.5,2025,3,Low
264,Russell and Sons,Automotive,Data Scientist,"Excel, CUDA, Reinforcement Learning, R, FastAPI, Keras",Mid,Remote,"Gallegosbury, MG",66723-83982,12/8/2024,Startup,KDB+,66723,83982,75352.5,2024,12,Low
265,"Peters, Mcdaniel and Adams",E-commerce,Data Analyst,"Excel, GCP, CUDA, Azure",Entry,Internship,"Pruittchester, PG",149030-200926,2/18/2024,Mid,"LangChain, BigQuery, MLflow",149030,200926,174978,2024,2,High
266,Jones PLC,Retail,Quant Researcher,"Python, PyTorch, LangChain, Hugging Face, Power BI, Scikit-learn",Mid,Contract,"West Ricky, US",42247-66979,11/13/2024,Startup,"LangChain, PyTorch, FastAPI",42247,66979,54613,2024,11,Low
267,"Taylor, Ruiz and Padilla",Education,Data Analyst,"Scikit-learn, Excel, GCP, Python",Senior,Full-time,"Barnettburgh, BO",57957-133868,4/18/2025,Mid,"MLflow, FastAPI",57957,133868,95912.5,2025,4,Low
268,Johnson-Roberson,Retail,AI Product Manager,"FastAPI, MLflow, Pandas, Hugging Face, GCP, C++",Mid,Remote,"Port Rachel, HT",91662-156759,10/6/2024,Startup,"FastAPI, MLflow, Scikit-learn",91662,156759,124210.5,2024,10,Medium
269,Carey and Sons,Healthcare,AI Researcher,"MLflow, Scikit-learn, R",Entry,Contract,"Lindastad, LB",123795-160363,8/19/2025,Startup,PyTorch,123795,160363,142079,2025,8,Medium
270,"Willis, Smith and Norris",Finance,AI Product Manager,"SQL, Flask, Reinforcement Learning, C++",Entry,Remote,"South Aaron, MT",92753-165745,8/19/2025,Startup,"LangChain, BigQuery",92753,165745,129249,2025,8,Medium
271,Gallagher Inc,E-commerce,AI Researcher,"LangChain, Excel, TensorFlow, Scikit-learn",Mid,Internship,"Cathyton, AL",94406-130758,6/8/2025,Startup,"LangChain, KDB+, BigQuery",94406,130758,112582,2025,6,Medium
272,Jones Inc,E-commerce,Computer Vision Engineer,"AWS, FastAPI, MLflow",Mid,Remote,"North Thomas, GM",105919-193927,2/3/2025,Large,MLflow,105919,193927,149923,2025,2,Medium
273,Coleman-Yoder,Education,Data Scientist,"Azure, Hugging Face, Python",Entry,Internship,"Maxwellchester, LK",129469-211237,2/19/2024,Large,"Scikit-learn, MLflow",129469,211237,170353,2024,2,High
274,Mcdonald Ltd,Automotive,ML Engineer,"R, AWS, Azure",Entry,Remote,"New David, MG",68792-82411,6/14/2025,Large,"Scikit-learn, BigQuery",68792,82411,75601.5,2025,6,Low
275,Anderson-Campbell,Education,AI Researcher,"CUDA, Power BI, SQL, Pandas",Mid,Contract,"Bestview, AG",92739-133823,4/10/2025,Mid,"Scikit-learn, FastAPI, KDB+",92739,133823,113281,2025,4,Medium
276,"Garner, Massey and Lozano",E-commerce,Computer Vision Engineer,"Reinforcement Learning, Scikit-learn, Excel, SQL",Senior,Internship,"New Douglasburgh, TV",85651-149208,4/29/2025,Startup,"MLflow, BigQuery",85651,149208,117429.5,2025,4,Medium
277,"White, Waters and Johnson",Tech,Data Scientist,"MLflow, Keras, LangChain",Senior,Contract,"Daleville, CL",51635-124521,3/4/2025,Startup,PyTorch,51635,124521,88078,2025,3,Low
278,Cox-Griffin,Tech,AI Product Manager,"C++, Scikit-learn, PyTorch, Pandas, Flask",Mid,Contract,"East Melissatown, IN",87231-97496,12/26/2023,Mid,MLflow,87231,97496,92363.5,2023,12,Low
279,Smith Inc,Tech,NLP Engineer,"AWS, SQL, Excel",Entry,Contract,"Perezfurt, SZ",103271-157584,9/19/2025,Startup,"MLflow, LangChain, FastAPI",103271,157584,130427.5,2025,9,Medium
280,Mason Inc,Automotive,Quant Researcher,"Reinforcement Learning, MLflow, TensorFlow, PyTorch, Keras",Mid,Contract,"Angelafurt, BT",43405-107147,2/14/2025,Large,PyTorch,43405,107147,75276,2025,2,Low
281,Clark Group,Tech,Data Analyst,"Azure, TensorFlow, NumPy",Mid,Contract,"Lauraside, US",55825-93053,4/26/2025,Mid,"KDB+, BigQuery, MLflow",55825,93053,74439,2025,4,Low
282,Sutton-Weber,Automotive,Data Analyst,"FastAPI, NumPy, C++, LangChain",Senior,Internship,"West Anna, MK",96220-194055,12/13/2024,Mid,LangChain,96220,194055,145137.5,2024,12,Medium
283,Stevenson Ltd,Retail,Computer Vision Engineer,"Flask, Excel, PyTorch, Scikit-learn, FastAPI, Keras",Entry,Contract,"Jeffreyport, IS",123561-166771,1/19/2024,Mid,"PyTorch, TensorFlow, MLflow",123561,166771,145166,2024,1,Medium
284,Scott-Wright,Finance,Data Scientist,"Keras, MLflow, Excel",Senior,Remote,"Lake Shelly, CN",91175-121911,8/3/2025,Large,"LangChain, KDB+",91175,121911,106543,2025,8,Medium
285,Gonzales-Charles,E-commerce,ML Engineer,"Azure, PyTorch, CUDA",Entry,Internship,"South Sarah, JO",84664-173228,9/12/2024,Startup,"KDB+, TensorFlow, LangChain",84664,173228,128946,2024,9,Medium
286,Saunders Inc,Automotive,Data Analyst,"CUDA, R, Hugging Face, PyTorch, AWS",Senior,Full-time,"Lake Lisafurt, ER",109743-171570,6/5/2025,Mid,BigQuery,109743,171570,140656.5,2025,6,Medium
287,Park PLC,E-commerce,AI Researcher,"Pandas, C++, R, MLflow",Senior,Internship,"Amandamouth, LT",55502-113844,2/22/2024,Startup,FastAPI,55502,113844,84673,2024,2,Low
288,Jimenez-Brown,Healthcare,Data Analyst,"Python, Pandas, R, Flask",Entry,Contract,"Stuartfurt, AL",47355-136323,2/17/2025,Startup,"PyTorch, MLflow",47355,136323,91839,2025,2,Low
289,Mendoza-Smith,Retail,Quant Researcher,"PyTorch, TensorFlow, Hugging Face",Senior,Remote,"South Amy, FJ",143690-196277,9/27/2024,Mid,"MLflow, BigQuery, KDB+",143690,196277,169983.5,2024,9,High
290,Hartman-Torres,Tech,ML Engineer,"Python, AWS, R, Azure, Scikit-learn",Mid,Full-time,"Leeville, GD",56560-97606,2/11/2025,Large,LangChain,56560,97606,77083,2025,2,Low
291,"Johnson, Humphrey and Walsh",Tech,AI Researcher,"Excel, NumPy, AWS, PyTorch, Pandas, CUDA",Mid,Contract,"Susanland, GQ",149782-235152,4/7/2025,Mid,Scikit-learn,149782,235152,192467,2025,4,High
292,"Rose, Miller and Gonzalez",Automotive,AI Product Manager,"LangChain, Hugging Face, NumPy, Excel",Entry,Contract,"Perkinsbury, ES",127612-155925,10/22/2023,Large,"Scikit-learn, KDB+, BigQuery",127612,155925,141768.5,2023,10,Medium
293,Meyer-Randall,Education,AI Researcher,"FastAPI, LangChain, Pandas, NumPy, TensorFlow",Entry,Full-time,"East Tyler, UA",78409-151342,6/12/2025,Mid,"LangChain, FastAPI",78409,151342,114875.5,2025,6,Medium
294,"Knox, Diaz and Fowler",Education,Data Analyst,"AWS, MLflow, PyTorch",Mid,Internship,"New Monique, NZ",149023-169526,9/11/2024,Large,"LangChain, BigQuery, TensorFlow",149023,169526,159274.5,2024,9,High
295,Arnold LLC,Healthcare,Quant Researcher,"PyTorch, Flask, Scikit-learn, AWS",Senior,Full-time,"Kathymouth, SB",64779-145970,4/20/2024,Startup,KDB+,64779,145970,105374.5,2024,4,Medium
296,Durham LLC,Education,Data Analyst,"SQL, TensorFlow, AWS, Reinforcement Learning, GCP, NumPy",Senior,Remote,"Lake David, JO",69887-112524,10/22/2024,Large,PyTorch,69887,112524,91205.5,2024,10,Low
297,"Robinson, Chang and Jimenez",Retail,Data Scientist,"Excel, Hugging Face, FastAPI, CUDA, MLflow, Flask",Entry,Full-time,"South Richardshire, DM",119337-178013,11/8/2024,Mid,"Scikit-learn, FastAPI, KDB+",119337,178013,148675,2024,11,Medium
298,"Dunn, Anderson and Barber",Tech,Data Analyst,"FastAPI, Pandas, Scikit-learn, PyTorch",Entry,Internship,"Melaniestad, ET",139462-194245,1/14/2025,Large,"LangChain, FastAPI",139462,194245,166853.5,2025,1,High
299,Lee Ltd,Automotive,ML Engineer,"NumPy, MLflow, CUDA, Azure, C++, GCP",Entry,Internship,"North Rebeccaton, LB",68689-117329,6/12/2024,Mid,LangChain,68689,117329,93009,2024,6,Low
300,Powell and Sons,Automotive,AI Researcher,"C++, Python, TensorFlow, Keras, Excel",Mid,Contract,"South Angel, AL",87545-175294,2/14/2025,Mid,BigQuery,87545,175294,131419.5,2025,2,Medium
301,"Thompson, Bonilla and Caldwell",Finance,Data Scientist,"Keras, FastAPI, AWS, SQL, Excel, C++",Mid,Contract,"Wellsport, ER",96034-114094,10/4/2023,Mid,"LangChain, MLflow",96034,114094,105064,2023,10,Medium
302,"Allen, Navarro and Palmer",Retail,Quant Researcher,"Reinforcement Learning, TensorFlow, Azure, CUDA, GCP, Hugging Face",Mid,Full-time,"Millerton, SA",71002-108691,10/14/2023,Mid,"Scikit-learn, LangChain, BigQuery",71002,108691,89846.5,2023,10,Low
303,Hunt-Richards,Healthcare,Data Analyst,"Pandas, TensorFlow, PyTorch, Power BI, GCP",Mid,Full-time,"Michaelview, TO",48576-127886,11/25/2023,Startup,"Scikit-learn, TensorFlow, PyTorch",48576,127886,88231,2023,11,Low
304,Malone-Rodriguez,Retail,NLP Engineer,"Hugging Face, FastAPI, Python, NumPy",Senior,Contract,"North Johnstad, PY",133128-151676,11/3/2024,Mid,"Scikit-learn, TensorFlow, MLflow",133128,151676,142402,2024,11,Medium
305,Shields Group,Retail,AI Product Manager,"Azure, SQL, Hugging Face, R, LangChain",Mid,Remote,"West Savannahbury, WS",72195-154714,8/12/2025,Large,"PyTorch, TensorFlow",72195,154714,113454.5,2025,8,Medium
306,"Ball, Vasquez and Morales",E-commerce,AI Researcher,"PyTorch, AWS, Python, Scikit-learn",Entry,Internship,"West Dianastad, KM",70554-81212,7/9/2025,Mid,"BigQuery, FastAPI",70554,81212,75883,2025,7,Low
307,"Johnson, Zuniga and Martinez",E-commerce,Data Scientist,"Azure, AWS, Keras, R, FastAPI",Entry,Internship,"Williamberg, TG",72299-109340,2/17/2024,Large,"BigQuery, MLflow, LangChain",72299,109340,90819.5,2024,2,Low
308,Bryan-Rios,Tech,Computer Vision Engineer,"Keras, Azure, Hugging Face, CUDA, MLflow",Mid,Full-time,"Lake Williamton, BT",80922-120813,12/18/2023,Mid,PyTorch,80922,120813,100867.5,2023,12,Medium
309,"Williams, Garza and Hill",Education,Data Analyst,"Reinforcement Learning, SQL, AWS, FastAPI, TensorFlow, PyTorch",Senior,Internship,"Gateschester, PW",115164-135686,11/14/2023,Large,"BigQuery, MLflow",115164,135686,125425,2023,11,Medium
310,Graves Group,Healthcare,Computer Vision Engineer,"Pandas, Scikit-learn, Excel, TensorFlow, GCP",Entry,Remote,"Port Michael, KM",100207-146233,2/1/2024,Startup,"MLflow, LangChain, KDB+",100207,146233,123220,2024,2,Medium
311,"Rogers, Davila and Ashley",Tech,Computer Vision Engineer,"FastAPI, Keras, PyTorch, GCP, Excel",Senior,Contract,"North Jamesstad, BO",121180-193454,12/6/2023,Startup,"KDB+, Scikit-learn",121180,193454,157317,2023,12,High
312,Strickland-Werner,Automotive,Data Scientist,"GCP, Excel, CUDA",Mid,Full-time,"Port Alicia, UY",71373-133244,10/21/2024,Large,"MLflow, LangChain, KDB+",71373,133244,102308.5,2024,10,Medium
313,"Moreno, Wood and Murillo",E-commerce,Data Scientist,"SQL, Flask, AWS, Reinforcement Learning, FastAPI, LangChain",Mid,Internship,"North Brittany, TL",41433-118102,5/3/2024,Startup,"LangChain, KDB+, PyTorch",41433,118102,79767.5,2024,5,Low
314,"Singleton, Simon and Harper",Healthcare,ML Engineer,"FastAPI, Scikit-learn, Pandas, Azure, Reinforcement Learning",Entry,Contract,"Padillashire, KW",134278-152472,11/30/2024,Large,KDB+,134278,152472,143375,2024,11,Medium
315,"Dunn, Snyder and Nichols",Finance,AI Researcher,"LangChain, Hugging Face, Keras, Azure, Excel, FastAPI",Mid,Internship,"Port John, LA",52404-71046,6/11/2025,Startup,Scikit-learn,52404,71046,61725,2025,6,Low
316,"Wallace, Gonzales and Wilkins",Automotive,NLP Engineer,"R, MLflow, Azure, Scikit-learn",Entry,Internship,"Josebury, LY",98266-145572,7/27/2024,Mid,PyTorch,98266,145572,121919,2024,7,Medium
317,Turner-Mccarthy,Finance,Data Analyst,"NumPy, R, MLflow, Flask, TensorFlow",Mid,Contract,"Ryanberg, MX",134179-212706,3/12/2025,Mid,"Scikit-learn, BigQuery, MLflow",134179,212706,173442.5,2025,3,High
318,"Reyes, Miller and Burke",Retail,ML Engineer,"Scikit-learn, R, TensorFlow, Power BI, Azure",Mid,Internship,"West Julie, ZM",66368-81382,6/22/2024,Mid,"PyTorch, LangChain",66368,81382,73875,2024,6,Low
319,"Russell, Kim and Harris",Retail,AI Product Manager,"Keras, Python, Reinforcement Learning, Scikit-learn",Mid,Full-time,"South Staceyview, PY",115773-215403,9/15/2024,Startup,"KDB+, MLflow, TensorFlow",115773,215403,165588,2024,9,High
320,Miller-Holland,E-commerce,NLP Engineer,"Flask, NumPy, Keras, AWS, SQL",Entry,Contract,"Lake Nicole, SB",130032-174733,2/19/2024,Startup,LangChain,130032,174733,152382.5,2024,2,High
321,Anthony-Gould,Automotive,AI Researcher,"Hugging Face, Azure, NumPy, Scikit-learn, Pandas",Senior,Full-time,"Davisstad, HR",105292-172671,9/22/2024,Large,"PyTorch, Scikit-learn, FastAPI",105292,172671,138981.5,2024,9,Medium
322,Adams-Hill,Automotive,NLP Engineer,"Azure, R, CUDA",Senior,Full-time,"Lewisville, PW",98122-119896,12/18/2024,Large,"MLflow, PyTorch, FastAPI",98122,119896,109009,2024,12,Medium
323,Salas Inc,Retail,AI Product Manager,"Excel, Keras, GCP, MLflow",Senior,Full-time,"West Veronica, CN",122419-186888,10/1/2024,Mid,"BigQuery, TensorFlow, FastAPI",122419,186888,154653.5,2024,10,High
324,Morrison-Patel,Education,AI Researcher,"Pandas, Excel, NumPy, LangChain",Senior,Internship,"South Brianfurt, VE",73317-167850,1/1/2025,Startup,"Scikit-learn, FastAPI",73317,167850,120583.5,2025,1,Medium
325,Moyer-Simpson,Healthcare,Data Scientist,"Pandas, FastAPI, Scikit-learn, AWS",Mid,Remote,"Lake Ricky, CF",52740-129282,1/25/2025,Mid,"MLflow, TensorFlow",52740,129282,91011,2025,1,Low
326,Jimenez PLC,Finance,AI Product Manager,"MLflow, Scikit-learn, Python, Reinforcement Learning, C++",Mid,Contract,"East Sandra, CR",130522-169280,1/21/2024,Mid,"FastAPI, Scikit-learn, MLflow",130522,169280,149901,2024,1,Medium
327,Atkinson-Gonzales,Tech,NLP Engineer,"FastAPI, Azure, LangChain, GCP",Entry,Internship,"Jonathanland, LB",146948-163508,7/30/2024,Mid,KDB+,146948,163508,155228,2024,7,High
328,Cook LLC,Tech,Quant Researcher,"Reinforcement Learning, Hugging Face, Scikit-learn, C++",Senior,Internship,"Erikastad, TJ",63681-156946,4/17/2025,Mid,MLflow,63681,156946,110313.5,2025,4,Medium
329,Wagner Inc,Tech,Quant Researcher,"Azure, PyTorch, Keras",Mid,Full-time,"Lake Kelseystad, LB",102993-176878,8/6/2024,Mid,"TensorFlow, MLflow, FastAPI",102993,176878,139935.5,2024,8,Medium
330,Galloway-Martinez,Tech,ML Engineer,"Pandas, FastAPI, TensorFlow, SQL",Senior,Full-time,"Michaelland, VC",146286-228405,4/2/2024,Large,MLflow,146286,228405,187345.5,2024,4,High
331,Love-Rhodes,Retail,Data Scientist,"AWS, Power BI, R, NumPy, Scikit-learn, LangChain",Senior,Internship,"Port Elizabeth, CZ",55546-105329,4/15/2024,Startup,"KDB+, FastAPI, LangChain",55546,105329,80437.5,2024,4,Low
332,Stewart-Kennedy,E-commerce,Data Scientist,"C++, AWS, MLflow",Senior,Remote,"Lake Kathleenstad, TZ",84124-96081,10/16/2024,Startup,LangChain,84124,96081,90102.5,2024,10,Low
333,Sparks and Sons,Tech,NLP Engineer,"Flask, PyTorch, C++, Pandas, TensorFlow",Entry,Full-time,"North Emilymouth, FR",105170-188370,11/19/2023,Mid,"TensorFlow, KDB+",105170,188370,146770,2023,11,Medium
334,White Inc,Healthcare,Computer Vision Engineer,"Azure, PyTorch, R, Reinforcement Learning, Flask, Keras",Mid,Full-time,"Port Robert, MV",55923-98036,10/7/2023,Mid,Scikit-learn,55923,98036,76979.5,2023,10,Low
335,Watson Ltd,E-commerce,AI Researcher,"Scikit-learn, R, TensorFlow, PyTorch",Senior,Full-time,"Port Justinfurt, MK",120230-164622,2/5/2025,Mid,"BigQuery, LangChain, MLflow",120230,164622,142426,2025,2,Medium
336,Clark-Bailey,Education,Data Analyst,"MLflow, Keras, C++, GCP, NumPy",Mid,Internship,"North Shelly, KZ",126208-174920,6/22/2025,Large,"BigQuery, TensorFlow",126208,174920,150564,2025,6,High
337,Holland-Mcgee,Education,Quant Researcher,"GCP, Power BI, Python, Azure, Hugging Face, CUDA",Senior,Remote,"East Christiebury, LR",123659-207607,9/28/2024,Startup,"LangChain, Scikit-learn",123659,207607,165633,2024,9,High
338,"Cummings, Schmidt and Clarke",Tech,Data Scientist,"C++, Excel, MLflow, Pandas, R, NumPy",Mid,Contract,"Stevenmouth, AD",78431-154672,4/22/2025,Large,"PyTorch, BigQuery",78431,154672,116551.5,2025,4,Medium
339,Hines-Mckinney,E-commerce,Computer Vision Engineer,"Keras, FastAPI, Power BI, MLflow",Mid,Contract,"Lake Christopher, FR",60552-139539,3/10/2025,Large,"MLflow, LangChain",60552,139539,100045.5,2025,3,Medium
340,Graves and Sons,Healthcare,Data Scientist,"Excel, PyTorch, R, Power BI, Flask, Pandas",Senior,Internship,"West Sara, BB",131559-209584,11/24/2024,Startup,TensorFlow,131559,209584,170571.5,2024,11,High
341,Walker-Davis,Tech,Computer Vision Engineer,"Power BI, R, Scikit-learn",Mid,Internship,"Erinton, MH",122855-194503,12/19/2024,Large,"TensorFlow, MLflow, Scikit-learn",122855,194503,158679,2024,12,High
342,"Finley, Bruce and Wheeler",Healthcare,ML Engineer,"Excel, PyTorch, LangChain, Flask, GCP",Entry,Full-time,"West Donald, CG",58087-119465,9/12/2024,Mid,KDB+,58087,119465,88776,2024,9,Low
343,Simmons-Evans,Tech,AI Product Manager,"Power BI, Scikit-learn, R, Pandas",Entry,Remote,"Thompsonport, BH",60085-116808,8/31/2024,Startup,FastAPI,60085,116808,88446.5,2024,8,Low
344,Melton-Salazar,Education,Computer Vision Engineer,"Reinforcement Learning, Python, NumPy, LangChain",Entry,Internship,"Sanderston, KG",146409-165202,2/2/2025,Large,TensorFlow,146409,165202,155805.5,2025,2,High
345,"Anthony, Miller and Russell",E-commerce,Data Analyst,"TensorFlow, Keras, PyTorch, Reinforcement Learning",Senior,Internship,"East Linda, NZ",120234-139093,6/9/2024,Startup,"PyTorch, Scikit-learn",120234,139093,129663.5,2024,6,Medium
346,Young-Anderson,Education,AI Researcher,"NumPy, GCP, AWS, Python, Keras",Senior,Contract,"East Ryantown, BZ",104105-197396,10/19/2024,Startup,"Scikit-learn, TensorFlow, KDB+",104105,197396,150750.5,2024,10,High
347,"Conway, Hernandez and Perez",Finance,NLP Engineer,"MLflow, Power BI, Keras",Entry,Full-time,"Nunezside, TG",148487-177884,11/18/2023,Large,"PyTorch, TensorFlow, MLflow",148487,177884,163185.5,2023,11,High
348,Anderson and Sons,Automotive,Quant Researcher,"TensorFlow, Power BI, Python, Keras, AWS",Senior,Internship,"Jadeview, BF",80455-100773,11/30/2023,Large,Scikit-learn,80455,100773,90614,2023,11,Low
349,Ware-Ellis,Automotive,NLP Engineer,"SQL, MLflow, Power BI, FastAPI, NumPy",Senior,Full-time,"Leeview, MA",115657-181953,10/13/2024,Startup,"FastAPI, BigQuery, MLflow",115657,181953,148805,2024,10,Medium
350,"Snyder, Simpson and Maxwell",Tech,AI Product Manager,"FastAPI, NumPy, C++, MLflow, GCP",Senior,Contract,"East Robert, CV",97381-144492,1/16/2024,Large,"Scikit-learn, MLflow",97381,144492,120936.5,2024,1,Medium
351,Ellis Ltd,Retail,AI Researcher,"SQL, Pandas, Power BI, FastAPI",Entry,Internship,"Bullockton, KP",55751-133772,12/25/2023,Startup,MLflow,55751,133772,94761.5,2023,12,Low
352,"Blair, Ruiz and Sanchez",Retail,Computer Vision Engineer,"FastAPI, Power BI, Azure, Python",Entry,Internship,"Perezview, SN",90552-188412,7/23/2025,Mid,"LangChain, KDB+",90552,188412,139482,2025,7,Medium
353,Griffin-Dalton,Education,ML Engineer,"Python, PyTorch, Excel",Entry,Contract,"Knightmouth, AF",69230-128642,1/2/2024,Large,"LangChain, BigQuery, FastAPI",69230,128642,98936,2024,1,Low
354,Alexander PLC,Automotive,Data Analyst,"LangChain, GCP, R, MLflow, Scikit-learn",Entry,Contract,"Lake Marcia, MT",71489-149503,4/22/2025,Mid,"KDB+, PyTorch",71489,149503,110496,2025,4,Medium
355,"Velazquez, Brewer and Murphy",E-commerce,Quant Researcher,"C++, LangChain, Power BI, Pandas, CUDA, TensorFlow",Senior,Remote,"Mooreville, NP",57739-75267,5/22/2025,Startup,FastAPI,57739,75267,66503,2025,5,Low
356,Bean LLC,Education,Quant Researcher,"Excel, Power BI, Reinforcement Learning, SQL, NumPy",Senior,Internship,"Port Matthewhaven, ST",149192-228942,9/12/2025,Large,"PyTorch, TensorFlow, MLflow",149192,228942,189067,2025,9,High
357,Rogers-Villanueva,E-commerce,ML Engineer,"Flask, FastAPI, CUDA",Mid,Internship,"New Kenneth, DO",91346-160302,6/9/2024,Large,"TensorFlow, FastAPI",91346,160302,125824,2024,6,Medium
358,Taylor PLC,Tech,Data Analyst,"Power BI, MLflow, TensorFlow, AWS, Hugging Face",Senior,Remote,"Schroederport, DK",56886-146884,5/10/2024,Mid,FastAPI,56886,146884,101885,2024,5,Medium
359,Lee Group,Tech,Quant Researcher,"Python, Power BI, Scikit-learn, FastAPI, Excel, SQL",Entry,Full-time,"Taylorstad, MR",56258-108983,12/18/2024,Large,PyTorch,56258,108983,82620.5,2024,12,Low
360,"Miller, Browning and Shaw",Tech,AI Product Manager,"Reinforcement Learning, CUDA, NumPy",Senior,Full-time,"Bryanburgh, SK",139096-176960,1/25/2024,Large,MLflow,139096,176960,158028,2024,1,High
361,"Branch, Elliott and Ramirez",Automotive,NLP Engineer,"Power BI, Keras, TensorFlow, FastAPI",Entry,Remote,"New Micheletown, NZ",120316-133437,8/21/2025,Large,"MLflow, TensorFlow, FastAPI",120316,133437,126876.5,2025,8,Medium
362,"Reyes, Vincent and Hayes",Finance,AI Product Manager,"Hugging Face, R, LangChain",Mid,Internship,"Kathleenton, IQ",48868-94542,1/31/2025,Large,FastAPI,48868,94542,71705,2025,1,Low
363,Rose Ltd,Finance,NLP Engineer,"Pandas, CUDA, AWS, TensorFlow, Python",Entry,Full-time,"South Brianmouth, JM",108994-183026,8/13/2025,Mid,"MLflow, FastAPI, BigQuery",108994,183026,146010,2025,8,Medium
